-17.0,53.2683028,-0.5297994,47.782,113.00
-17.0,53.2683026,-0.5298009,47.828,113.00
-17.0,53.2683021,-0.5298018,47.918,112.00
-17.0,53.2683018,-0.5298024,47.989,113.00
-18.0,53.2683014,-0.5298031,48.013,113.00
-18.0,53.2683013,-0.5298039,48.033,112.00
-18.0,53.2683013,-0.5298047,48.053,112.00
-18.0,53.2683013,-0.5298053,48.073,112.00
-18.0,53.2683012,-0.5298058,48.093,111.00
-18.0,53.2683012,-0.5298064,48.099,111.00
-17.0,53.2683013,-0.5298070,48.094,111.00
-20.0,53.2683013,-0.5298076,48.103,110.00
-20.0,53.2683029,-0.5298115,47.864,111.00
-19.0,53.2683060,-0.5298181,47.427,111.00
-17.0,53.2683080,-0.5298225,47.155,110.00
-17.0,53.2683094,-0.5298257,46.972,110.00
-17.0,53.2683105,-0.5298280,46.844,110.00
-17.0,53.2683115,-0.5298299,46.760,110.00
-16.0,53.2683123,-0.5298313,46.687,110.00
-17.0,53.2683130,-0.5298328,46.657,109.00
-18.0,53.2683136,-0.5298340,46.644,109.00
-17.0,53.2683143,-0.5298352,46.651,109.00
-17.0,53.2683149,-0.5298364,46.633,108.00
-15.0,53.2683153,-0.5298376,46.644,108.00
-17.0,53.2683155,-0.5298371,46.676,110.00
-19.0,53.2683124,-0.5298358,46.696,108.00
-19.0,53.2683097,-0.5298339,46.634,101.00
-16.0,53.2683094,-0.5298328,46.576,87.00
-21.0,53.2683092,-0.5298341,46.583,88.00
-23.0,53.2683096,-0.5298331,46.537,112.00
-19.0,53.2683065,-0.5298325,46.661,89.00
-21.0,53.2683024,-0.5298317,46.763,114.00
-20.0,53.2682985,-0.5298309,46.765,120.00
-29.0,53.2682956,-0.5298320,46.887,118.00
-26.0,53.2682927,-0.5298331,46.955,122.00
-25.0,53.2682904,-0.5298347,47.060,121.00
-27.0,53.2682898,-0.5298349,47.130,137.00
-28.0,53.2682891,-0.5298337,47.232,141.00
-25.0,53.2682889,-0.5298342,47.355,137.00
-29.0,53.2682890,-0.5298332,47.443,140.00
-38.0,53.2682908,-0.5298219,47.517,141.00
-45.0,53.2682928,-0.5298020,47.574,140.00
-36.0,53.2682958,-0.5297778,47.566,149.00
-42.0,53.2682994,-0.5297467,47.554,147.00
-45.0,53.2683037,-0.5297103,47.543,147.00
-47.0,53.2683101,-0.5296706,47.609,146.00
-57.0,53.2683182,-0.5296302,47.610,143.00
-52.0,53.2683265,-0.5295887,47.585,142.00
-65.0,53.2683344,-0.5295449,47.567,142.00
-56.0,53.2683420,-0.5295000,47.527,142.00
-61.0,53.2683485,-0.5294539,47.476,143.00
-59.0,53.2683575,-0.5294098,47.006,144.00
-59.0,53.2683695,-0.5293685,46.910,143.00
-59.0,53.2683837,-0.5293340,46.666,139.00
-59.0,53.2684003,-0.5293050,46.200,137.00
-59.0,53.2684160,-0.5292758,45.441,135.00
-62.0,53.2684277,-0.5292418,45.296,136.00
-67.0,53.2684397,-0.5292095,44.950,140.00
-67.0,53.2684505,-0.5291747,45.046,136.00
-67.0,53.2684599,-0.5291438,44.967,139.00
-68.0,53.2684699,-0.5291146,44.865,138.00
-69.0,53.2684791,-0.5290893,44.868,134.00
-74.0,53.2684877,-0.5290711,44.891,136.00
-69.0,53.2684968,-0.5290611,44.933,135.00
-77.0,53.2685075,-0.5290627,44.674,130.00
-86.0,53.2685209,-0.5290688,44.458,114.00
-78.0,53.2685364,-0.5290739,44.405,108.00
-80.0,53.2685517,-0.5290791,44.343,111.00
-84.0,53.2685668,-0.5290859,44.584,114.00
-90.0,53.2685826,-0.5290866,44.080,105.00
-81.0,53.2685950,-0.5290734,44.141,109.00
-89.0,53.2686071,-0.5290547,44.115,125.00
-90.0,53.2686142,-0.5290312,44.051,130.00
-91.0,53.2686196,-0.5290016,44.125,140.00
-93.0,53.2686259,-0.5289709,44.230,142.00
-93.0,53.2686321,-0.5289376,44.184,142.00
-90.0,53.2686354,-0.5289024,44.036,138.00
-89.0,53.2686368,-0.5288674,43.901,145.00
