-34.0,53.2685594,-0.5295174,39.025,125.00
-35.0,53.2685599,-0.5295168,39.060,125.00
-31.0,53.2685605,-0.5295165,39.098,125.00
-34.0,53.2685610,-0.5295159,39.091,125.00
-34.0,53.2685613,-0.5295153,39.026,125.00
-30.0,53.2685615,-0.5295145,38.992,124.00
-27.0,53.2685622,-0.5295133,39.028,124.00
-30.0,53.2685629,-0.5295122,39.047,124.00
-30.0,53.2685632,-0.5295114,39.014,123.00
-29.0,53.2685633,-0.5295107,38.985,124.00
-30.0,53.2685637,-0.5295097,39.015,124.00
-30.0,53.2685639,-0.5295088,38.924,125.00
-33.0,53.2685637,-0.5295088,38.860,125.00
-32.0,53.2685638,-0.5295084,38.808,124.00
-29.0,53.2685634,-0.5295076,38.770,125.00
-28.0,53.2685629,-0.5295066,38.823,125.00
-28.0,53.2685626,-0.5295053,38.837,124.00
-27.0,53.2685623,-0.5295044,38.832,125.00
-30.0,53.2685619,-0.5295035,38.804,125.00
-35.0,53.2685615,-0.5295028,38.728,127.00
-31.0,53.2685610,-0.5295021,38.679,127.00
-37.0,53.2685605,-0.5295013,38.631,126.00
-39.0,53.2685599,-0.5295006,38.585,125.00
-36.0,53.2685594,-0.5294999,38.553,126.00
-34.0,53.2685593,-0.5294992,38.573,126.00
-30.0,53.2685592,-0.5294988,38.601,125.00
-28.0,53.2685590,-0.5294989,38.554,126.00
-36.0,53.2685577,-0.5294995,38.380,126.00
-34.0,53.2685569,-0.5295000,38.261,124.00
-36.0,53.2685564,-0.5295004,38.205,124.00
-31.0,53.2685556,-0.5295004,38.200,123.00
-36.0,53.2685550,-0.5295006,38.311,127.00
-32.0,53.2685542,-0.5295004,38.393,143.00
-28.0,53.2685543,-0.5295000,38.463,142.00
-24.0,53.2685539,-0.5294994,38.516,140.00
-29.0,53.2685530,-0.5294980,38.652,141.00
-42.0,53.2685534,-0.5294972,38.719,154.00
-57.0,53.2685540,-0.5294974,38.796,99.00
-44.0,53.2685543,-0.5294976,38.946,98.00
-41.0,53.2685549,-0.5294976,39.067,95.00
-51.0,53.2685548,-0.5294992,39.034,114.00
-44.0,53.2685542,-0.5294993,39.055,146.00
-31.0,53.2685536,-0.5294984,39.049,144.00
-44.0,53.2685536,-0.5294980,39.014,133.00
-39.0,53.2685535,-0.5294981,39.003,121.00
-39.0,53.2685529,-0.5294982,39.001,123.00
-40.0,53.2685526,-0.5294986,38.999,124.00
-30.0,53.2685526,-0.5294988,38.932,122.00
-34.0,53.2685531,-0.5294971,39.023,134.00
-31.0,53.2685531,-0.5294980,39.124,139.00
-36.0,53.2685529,-0.5294988,39.170,144.00
-34.0,53.2685527,-0.5294991,39.118,145.00
-47.0,53.2685525,-0.5294993,38.954,140.00
-37.0,53.2685522,-0.5294997,38.885,139.00
-29.0,53.2685506,-0.5294998,38.961,137.00
-37.0,53.2685514,-0.5294938,38.830,168.00
-46.0,53.2685526,-0.5294924,38.653,164.00
-45.0,53.2685533,-0.5294955,38.340,171.00
-37.0,53.2685499,-0.5294960,38.178,172.00
-44.0,53.2685490,-0.5294944,38.150,178.00
-35.0,53.2685528,-0.5294926,38.296,174.00
-35.0,53.2685573,-0.5294898,38.528,172.00
-49.0,53.2685584,-0.5294952,38.031,173.00
-37.0,53.2685549,-0.5295117,37.979,181.00
-41.0,53.2685514,-0.5295154,37.962,191.00
-37.0,53.2685498,-0.5295175,37.613,176.00
-37.0,53.2685433,-0.5295205,38.074,162.00
-31.0,53.2685382,-0.5295109,38.059,147.00
-34.0,53.2685371,-0.5295061,38.609,132.00
-43.0,53.2685294,-0.5295005,38.895,126.00
-38.0,53.2685255,-0.5294952,37.260,144.00
-39.0,53.2685183,-0.5294810,37.027,142.00
-53.0,53.2684960,-0.5294868,36.227,140.00
-43.0,53.2684672,-0.5295080,35.801,142.00
-52.0,53.2684372,-0.5295328,37.005,148.00
-59.0,53.2684140,-0.5295603,37.570,143.00
-66.0,53.2683971,-0.5295873,36.786,135.00
-67.0,53.2683827,-0.5296028,36.206,129.00
-64.0,53.2683680,-0.5296092,36.009,135.00
-66.0,53.2683555,-0.5296172,35.566,143.00
-53.0,53.2683430,-0.5296287,35.276,155.00
-63.0,53.2683339,-0.5296448,35.141,173.00
-58.0,53.2683282,-0.5296641,35.117,174.00
-66.0,53.2683249,-0.5296853,35.021,172.00
-61.0,53.2683217,-0.5297053,34.927,175.00
-62.0,53.2683174,-0.5297259,34.936,192.00
-60.0,53.2683124,-0.5297457,34.911,189.00
-60.0,53.2683087,-0.5297638,34.831,187.00
-52.0,53.2683057,-0.5297808,34.883,186.00
-53.0,53.2683029,-0.5297966,34.875,187.00
-55.0,53.2683002,-0.5298103,35.042,183.00
-59.0,53.2682991,-0.5298199,35.217,191.00
-52.0,53.2682999,-0.5298208,35.302,212.00
-50.0,53.2682998,-0.5298199,35.368,90.00
-45.0,53.2682991,-0.5298197,35.424,26.00
-43.0,53.2682988,-0.5298196,35.456,110.00
-37.0,53.2682996,-0.5298203,35.464,97.00
-32.0,53.2683043,-0.5298224,35.605,291.00
-20.0,53.2683103,-0.5298202,35.670,38.00
-30.0,53.2683115,-0.5298216,35.679,78.00
-27.0,53.2683137,-0.5298258,35.599,110.00
-26.0,53.2683155,-0.5298280,35.587,121.00
-28.0,53.2683157,-0.5298284,35.598,107.00
-27.0,53.2683143,-0.5298284,35.582,109.00
